,message,hate_speech
8073,"So sick of the way its working , I remember when I was growing up in Winnipeg the little shops were all white runned and owned and would hire people from the community and it was great it helped people and kept streets safe even though me and others would cause some bull * * * * it wasnt anything to how it is now .",1
8074,Pakis asians and even jungle bunnies come in and * * * * starts getting weird .,1
8075,"White kids dressing and acting black and all that * * * * , when I was in school we would beat the * * * * out of those kids .",0
8076,I grew up in a neighborhood called Transcona it was always white until the last 15 20 years .,0
8077,Now i just dont know what to do or think anymore .,0
8078,So what are your thoughts and personal experiences with the whole new immigration system ??,0
8079,"White people ca n't just be left alone , can they ?",0
8080,Every beautiful place on Earth has to be ruined .,0
8081,Where can Whites go and be left alone ?,0
8082,I wanted to run for politics as well but I realized there is no hope as society is way too liberal .,0
8083,They will vote in a conservative but when the conservative does anything conservative the marxist left label the conservative as an idiot or a racist .,0
8084,"Naturally it will happen , even the biggest white liberal will seek out the white part of town when his neighbourhood becomes culturally enriched ie .",0
8085,50 shades of brown,1
8086,The easiest solution is to find a nice white girl and have at least two or more white children .,0
8087,Raise those children to not be race traitors and instill good values in them .,0
8088,You can grow fruit there .,0
8089,And there 's lots of water ... with trout and other fish .,0
8090,I really like this idea .,0
8091,"Indeed, the arab population of interior BC is quite high and in some of the richer areas are almost 60 % + brown .",0
8092,"I had no idea where Mississauga was , other than in Canada , so I decided to look it up .",0
8093,In doing so I came across these `` twisted '' new buildings located there :,0
8094,We need to all move out west were the resources are and bring in whites from all other nations then separate we need to have a white homeland its the only way we could possibly save our race .,0
8095,"I'm from a place of 20 ' 000 and it 's 97 % white , come white people !",0
8096,It just shows how superior Atlantic Canada is .,0
8097,"Yes, you are fine .",0
8098,This is also a great place for news that you wo n't find anywhere else ; heartbreaking as it may be .,0
8099,Never buy from stores that hire minorities over whites if at all possible .,0
8100,In this case it is very possible and good for you anyways .,0
8101,I have to agree .,0
8102,I heard that so many times that the KKK was huge here back in the day .,0
8103,Some day 's .,0
8104,I wish it would come back,0
8105,What I am saying is we need a homeland the western half of Canada could do for the start but I also agree Europe needs to saved as well but we have to secure a homeland here first before we could change anything on a global level .,0
8106,Perhaps this person would care to use the PM facility and let others know how happy he/she is to join WS .,0
8107,It refers to people you find in Ireland with very black hair and very pale skin .,0
8108,Often they have rosy cheeks as well .,0
8109,The female of this type is often extremely beautiful .,0
8110,The people who can stop it are the ones who pay their wages .,0
8111,The Fans .,0
8112,If English/Scottish/wherever fans refused to turn up to watch teams of coloreds representing them on the pitch things would change .,0
8113,Protesting Catholic guilt mongering and intellectual deprivation is as worthy of mentioning as the protesting of institutionalized and indoctrinated White guilt from the Jewlords across the Apelantic .,1
8114,"There's a place for Poles , it 's called Poland .",1
8115,Just as there 's a place for Pakis called Pakistan and a place for Negro 's called Africa .,1
8116,I saw the picture before I saw the title properly .,0
8117,I thought it was like a tranny that slept with 200 men !,0
8118,It's from mid day Saturday untill the sunday morning but on the Sunday morning if enough want to stay on for the day we 'll see about putting on some ballads & holding a few extra events through the day .,0
8119,New Supreme Court Justice Lord Dyson JC Article .,0
8120,New Supreme Court Justice Lord Dyson | The Jewish Chronicle 4 out of 12 .,0
8121,"Very easy Rebel Robbie , our bluebells have flowers which droop down , the Spanish variety have flowers that stick out horizontally , and yes they do cross very easily between species which is why people are asked to destroy the Spaniards before they wipe out our own bluebells .",0
8122,LK,0
8123,"They actually have ads warning people about getting mugged etc , but there is no hint of responsibility in them .",0
8124,They pretty much say if you get mugged it 's your fault .,0
8125,These ' people ' are just scum .,1
8126,I think it 's quite ironic that they want to ban the burkha when they look like they are dressed in them themselves .,0
8127,There's more than a little evidence that modern Europeans are at least partially descended from Neanderthals .,0
8128,Neanderthals did after all have the largest brain of any human group that ever lived .,0
8129,Get one of these t-shirts for next time you see him : - Asatru Versand - Kein Islam in Europa - Das Christentum ist schlimm genug ( T-Shirt ) Kein Islam in Europa - Das Christentum ist schlimm genug ( T-Shir themd-kein-islam,1
8130,"I've never been a BNP supporter anyway , the party was doomed from the start .",0
8131,Its time for the return of Mosley 's blackshirts .,0
8132,You will know it is a nightmare on day you wake up and you have a black muslim running your country .,1
8133,Like is here the USA,0
8134,Very good video which packs a hard punch .,0
8135,I hope it gets the coverage it deserves and that white people need .,0
8136,Anti-racism is a CODE WORD for anti-white max,0
8137,I have never been called a Nazi before .,0
8138,Thank you .,0
8139,If you want to be treated with respect then try showing a bit yourself you arrogant dismissive tosser .,0
8140,Yes! hatred of the English is very real and it 's not going to get better any time soon .,0
8141,We have too many foreigners in our country and i fear for the future of all English people .,1
8142,"All of the security guards i see are white but maybe , just maybe , i 'm blessed because no doubt these negro security guards abuse their power .",1
8143,"Below is a video of Mr. Hitchens in action when he was last seen on BBC Question Time : Peter Hitchens : Gay Marriage , Immigration , Drugs and Charity - YouTube",0
8144,the black security guards are racist and look evil and are always giving dirty looks to white customers especially polish customers !,1
8145,"Sorry, my last comment was published 2 times because I thought it was not published , I had a problem with the internet .",0
8146,"Welcome, but please do make an effort to use proper English when posting , rather than mobile phone text messaging style .",0
8147,Thank you .....,0
8148,"Hey, just joined today after being a lurker for a couple of months .",0
8149,"I 'll post as much as I can , but I 'm more of a BNP supporter than an expert .",0
8150,"Hi, thought i 'd drop by and introduce myself , i just wish i 'd found this place earlier = / look forward to chatting to you all , niks .",0
8151,Three weeks in a house and no one knew he was dead what a sad indictement of modern England .,0
8152,Worse than Benefits St.,0
8153,"Oh dear , Full on white genocide right there .",0
8154,"Not even other races mixing it up with each other , its whites mixing with all .",0
8155,We have been keeping up with weekly get togethers with a group of pro white like minded people and would like to continue to grow the group. we usually do dinner on the weekends to keep people close .,0
8156,The worst thing about this is that every single one of our beautiful cities in ALL of our countries now look like this .,1
